pillar,themes,macro_goal,mg_code,fy_numeric,fy_label,value,status
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2024,2023-24,40.043,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2025,2024-25,36.5798,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2026,2025-26,33.4161,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2027,2026-27,30.5261,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2028,2027-28,27.886,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2029,2028-29,25.4742,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2030,2029-30,23.271,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2031,2030-31,21.2584,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2032,2031-32,19.4198,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2033,2032-33,17.7402,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2034,2033-34,16.2059,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2035,2034-35,14.8043,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2036,2035-36,13.524,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2037,2036-37,12.3543,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2038,2037-38,11.2858,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2039,2038-39,10.3097,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2040,2039-40,9.4181,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2041,2040-41,8.6035,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2042,2041-42,7.8594,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2043,2042-43,7.1797,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2044,2043-44,6.5588,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2045,2044-45,5.9915,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2046,2045-46,5.4733,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2047,2046-47,4.9999,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2025,2024-25,22.93,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2026,2025-26,16.1309,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2027,2026-27,11.3478,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2028,2027-28,7.983,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2029,2028-29,5.6159,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2030,2029-30,3.9507,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2031,2030-31,2.7793,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2032,2031-32,1.9552,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2033,2032-33,1.3754,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2034,2033-34,0.9676,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2035,2034-35,0.6807,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2036,2035-36,0.4789,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2037,2036-37,0.3369,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2038,2037-38,0.237,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2039,2038-39,0.1667,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2040,2039-40,0.1173,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2041,2040-41,0.0825,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2042,2041-42,0.058,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2043,2042-43,0.0408,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2044,2043-44,0.0287,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2045,2044-45,0.0202,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2046,2045-46,0.0142,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,"Number of crimes against women per 1,00,000 population",NSM3,2047,2046-47,0.01,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2025,2024-25,7.69,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2026,2025-26,8.2885,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2027,2026-27,8.9337,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2028,2027-28,9.629,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2029,2028-29,10.3784,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2030,2029-30,11.1862,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2031,2030-31,12.0569,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2032,2031-32,12.9953,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2033,2032-33,14.0068,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2034,2033-34,15.097,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2035,2034-35,16.272,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2036,2035-36,17.5385,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2037,2036-37,18.9036,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2038,2037-38,20.3749,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2039,2038-39,21.9607,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2040,2039-40,23.67,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2041,2040-41,25.5123,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2042,2041-42,27.498,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2043,2042-43,29.6383,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2044,2043-44,31.9451,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2045,2044-45,34.4315,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2046,2045-46,37.1114,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% of seats held by women in state legislation,NSM4,2047,2046-47,39.9999,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2024,2023-24,46,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2025,2024-25,46.9882,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2026,2025-26,47.9976,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2027,2026-27,49.0287,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2028,2027-28,50.0819,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2029,2028-29,51.1577,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2030,2029-30,52.2567,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2031,2030-31,53.3793,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2032,2031-32,54.526,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2033,2032-33,55.6973,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2034,2033-34,56.8938,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2035,2034-35,58.116,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2036,2035-36,59.3645,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2037,2036-37,60.6397,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2038,2037-38,61.9424,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2039,2038-39,63.273,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2040,2039-40,64.6323,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2041,2040-41,66.0207,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2042,2041-42,67.4389,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2043,2042-43,68.8877,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2044,2043-44,70.3675,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2045,2044-45,71.8791,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2046,2045-46,73.4233,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2047,2046-47,75.0005,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2021,2020-21,70,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2022,2021-22,70.9669,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2023,2022-23,71.9472,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2024,2023-24,72.941,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2025,2024-25,73.9485,Recommended_2047
